العام,الربع,الكيان القانوني,المكتب,باب النشاط,قسم النشاط,حجم المنشأة,عدد المنشآت المسجلة بمشترك واحد أو أكثر
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,1 ~ 4,"2,318"
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,5 ~ 9,218
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,10 ~ 19,34
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,20 ~ 39,7
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,40 ~ 59,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,1 ~ 4,46
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,10 ~ 19,4
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,1 ~ 4,604
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,5 ~ 9,93
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,10 ~ 19,36
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,20 ~ 39,15
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,40 ~ 59,9
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,60 ~ 79,5
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,80 ~ 99,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,100 ~ 199,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,1 ~ 4,"3,961"
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,5 ~ 9,637
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,10 ~ 19,169
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,20 ~ 39,60
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,40 ~ 59,12
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,60 ~ 79,5
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,80 ~ 99,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,100 ~ 199,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,الإقامة,1 ~ 4,84
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,الإقامة,5 ~ 9,34
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,الإقامة,10 ~ 19,8
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة خدمات الاقامة والطعام,الإقامة,20 ~ 39,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",1 ~ 4,51
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",5 ~ 9,8
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",10 ~ 19,7
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",40 ~ 59,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",100 ~ 199,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",200 ~ 299,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الرعاية مع الإقامة,1 ~ 4,5
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الرعاية مع الإقامة,60 ~ 79,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الرعاية مع الإقامة,100 ~ 199,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,1 ~ 4,50
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,5 ~ 9,17
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,10 ~ 19,22
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,20 ~ 39,13
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,40 ~ 59,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,60 ~ 79,4
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,80 ~ 99,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,100 ~ 199,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,توصيل الكهرباء والغاز والبخار وتكييف الهواء,1 ~ 4,11
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,توصيل الكهرباء والغاز والبخار وتكييف الهواء,5 ~ 9,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,توصيل الكهرباء والغاز والبخار وتكييف الهواء,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,"أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد",1 ~ 4,20
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,"أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد",5 ~ 9,6
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,"أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد",10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,"أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد",20 ~ 39,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,الصرف الصحي,1 ~ 4,25
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,الصرف الصحي,5 ~ 9,8
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,الصرف الصحي,10 ~ 19,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,الصرف الصحي,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,تجميع المياه ومعالجتها وتوصيلها,1 ~ 4,95
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,تجميع المياه ومعالجتها وتوصيلها,5 ~ 9,17
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,تجميع المياه ومعالجتها وتوصيلها,10 ~ 19,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,تجميع المياه ومعالجتها وتوصيلها,20 ~ 39,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,تجميع المياه ومعالجتها وتوصيلها,100 ~ 199,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,تجميع المياه ومعالجتها وتوصيلها,200 ~ 299,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,تجميع المياه ومعالجتها وتوصيلها,400 ~ 499,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة العقارية,الأنشطة العقارية,1 ~ 4,141
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة العقارية,الأنشطة العقارية,5 ~ 9,12
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة العقارية,الأنشطة العقارية,10 ~ 19,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,أبحاث الإعلان والسوق,1 ~ 4,159
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,أبحاث الإعلان والسوق,5 ~ 9,27
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,أبحاث الإعلان والسوق,10 ~ 19,7
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,أبحاث الإعلان والسوق,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",1 ~ 4,177
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",5 ~ 9,29
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",10 ~ 19,7
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",40 ~ 59,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",60 ~ 79,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",200 ~ 299,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",1 ~ 4,16
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",60 ~ 79,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,الأنشطة البيطرية,1 ~ 4,21
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,الأنشطة البيطرية,5 ~ 9,5
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,الأنشطة البيطرية,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,الأنشطة القانونية وأنشطة المحاسبة,1 ~ 4,85
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,الأنشطة القانونية وأنشطة المحاسبة,5 ~ 9,13
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,الأنشطة القانونية وأنشطة المحاسبة,10 ~ 19,5
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,الأنشطة المهنية والعلمية والتقنية الأخرى,1 ~ 4,40
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,الأنشطة المهنية والعلمية والتقنية الأخرى,5 ~ 9,4
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,الأنشطة المهنية والعلمية والتقنية الأخرى,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,الأنشطة المهنية والعلمية والتقنية الأخرى,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الأنشطة المهنية والعلمية والتقنية,البحث والتطوير في المجال العلمي,1 ~ 4,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,"الإدارة العامة والدفاع , الضمان الاجتماعي الالزامي",الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,1 ~ 4,13
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,"الإدارة العامة والدفاع , الضمان الاجتماعي الالزامي",الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,أنشطة التشييد المتخصصة,1 ~ 4,"2,723"
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,أنشطة التشييد المتخصصة,5 ~ 9,292
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,أنشطة التشييد المتخصصة,10 ~ 19,54
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,أنشطة التشييد المتخصصة,20 ~ 39,35
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,أنشطة التشييد المتخصصة,40 ~ 59,5
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,أنشطة التشييد المتخصصة,60 ~ 79,7
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,أنشطة التشييد المتخصصة,80 ~ 99,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,أنشطة التشييد المتخصصة,100 ~ 199,5
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,أنشطة التشييد المتخصصة,200 ~ 299,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,أنشطة التشييد المتخصصة,400 ~ 499,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,الهندسة المدنية,1 ~ 4,140
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,الهندسة المدنية,5 ~ 9,36
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,الهندسة المدنية,10 ~ 19,10
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,الهندسة المدنية,20 ~ 39,8
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,الهندسة المدنية,40 ~ 59,6
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,الهندسة المدنية,60 ~ 79,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,الهندسة المدنية,80 ~ 99,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,الهندسة المدنية,100 ~ 199,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,الهندسة المدنية,200 ~ 299,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,1 ~ 4,"9,274"
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,5 ~ 9,"1,010"
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,10 ~ 19,275
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,20 ~ 39,128
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,40 ~ 59,42
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,60 ~ 79,18
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,80 ~ 99,6
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,100 ~ 199,28
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,200 ~ 299,6
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,300 ~ 399,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,400 ~ 499,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التشييد,تشييد المباني,>= 500,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعدين واستغلال المحاجر,أنشطة خدمات دعم التعدين,1 ~ 4,4
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعدين واستغلال المحاجر,الأنشطة الأخرى للتعدين واستغلال المحاجر,1 ~ 4,11
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعدين واستغلال المحاجر,الأنشطة الأخرى للتعدين واستغلال المحاجر,5 ~ 9,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعدين واستغلال المحاجر,الأنشطة الأخرى للتعدين واستغلال المحاجر,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعدين واستغلال المحاجر,الأنشطة الأخرى للتعدين واستغلال المحاجر,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعدين واستغلال المحاجر,تعدين الفحم والليغنيت,1 ~ 4,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعدين واستغلال المحاجر,تعدين الفحم والليغنيت,5 ~ 9,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعدين واستغلال المحاجر,تعدين ركازات الفلزات,1 ~ 4,10
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعدين واستغلال المحاجر,تعدين ركازات الفلزات,5 ~ 9,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعليم,التعليم,1 ~ 4,116
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعليم,التعليم,5 ~ 9,23
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعليم,التعليم,10 ~ 19,13
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعليم,التعليم,20 ~ 39,10
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعليم,التعليم,40 ~ 59,4
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعليم,التعليم,60 ~ 79,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,التعليم,التعليم,100 ~ 199,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة الأمن والتحقيقات,1 ~ 4,6
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة الأمن والتحقيقات,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة الاستخدام,1 ~ 4,86
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة الاستخدام,5 ~ 9,12
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة الاستخدام,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة الاستخدام,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة الاستخدام,40 ~ 59,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة الاستخدام,60 ~ 79,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,1 ~ 4,"1,008"
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,5 ~ 9,86
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,10 ~ 19,41
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,20 ~ 39,24
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,40 ~ 59,18
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,60 ~ 79,8
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,80 ~ 99,11
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,100 ~ 199,15
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,200 ~ 299,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,300 ~ 399,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,400 ~ 499,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,>= 500,2
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,"الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال",1 ~ 4,253
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,"الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال",5 ~ 9,17
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,"الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال",10 ~ 19,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,"الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال",20 ~ 39,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,1 ~ 4,"1,007"
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,5 ~ 9,61
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,10 ~ 19,10
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,20 ~ 39,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,60 ~ 79,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,1 ~ 4,70
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,5 ~ 9,8
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,10 ~ 19,3
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الخدمات الإدارية وخدمات الدعم,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة القصيم,الزراعة والحراجة وصيد الأسماك,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1 ~ 4,"1,094"
